#       RunID                dt_mlt_in                    r_ice                    r_pnd                    r_snw             rsnw_melt_in                     ksno                   mu_rdg    NHEXTEJAN           NHEXTEFEB           NHEXTEMAR           NHEXTEAPR           NHEXTEMAY           NHEXTEJUN           NHEXTEJUL           NHEXTEAUG           NHEXTESEP           NHEXTEOCT           NHEXTENOV           NHEXTEDEC           NHAREAJAN           NHAREAFEB           NHAREAMAR           NHAREAAPR           NHAREAMAY           NHAREAJUN           NHAREAJUL           NHAREAAUG           NHAREASEP           NHAREAOCT           NHAREANOV           NHAREADEC           SHEXTEJAN           SHEXTEFEB           SHEXTEMAR           SHEXTEAPR           SHEXTEMAY           SHEXTEJUN           SHEXTEJUL           SHEXTEAUG           SHEXTESEP           SHEXTEOCT           SHEXTENOV           SHEXTEDEC           SHAREAJAN           SHAREAFEB           SHAREAMAR           SHAREAAPR           SHAREAMAY           SHAREAJUN           SHAREAJUL           SHAREAAUG           SHAREASEP           SHAREAOCT           SHAREANOV           SHAREADEC       
           52   2.2069703886019329e-01   3.6587478592991829e-02   2.4248311102855949e-01   8.2983487711088455e-01   1.2219370075701071e-01   4.3767502857704782e-01   4.7206602550244758e-01    14.8722248279       15.6821802142       16.0275835813       15.4202708945       13.8912946514       11.6877552748       9.09175980409       6.38334214508       5.45309609345       8.21619337105       10.5337580059       13.0583783133       13.8813808108       14.7391784771       14.8236335232       13.8840289433       11.8246567883       9.32814859833       6.56147120782       4.37318519477       4.04537544306       6.69428706141       9.60480185044       11.8014995304       6.30762949312       3.81695611048       4.14266483877       6.71961624942       9.60827524864       12.0146497434       13.8221473167       15.2567177143       15.9964792705       15.8018140291       14.4181149604       11.0801356031       3.73835155146       2.36312862488       2.81523343358       5.40295940772       8.05223586637       10.3081973706       11.8109426528       13.0512391661       13.4763822237       12.5779506764       10.24708799         6.88662709339   
           53   3.2886426091593290e-01   7.1012724395176130e-01   2.7205171970251413e-01   9.2586943498879137e-01   4.1094617711912307e-02   4.0041531125815322e-01   7.0385187250961145e-01    15.2586309081       16.2027671241       16.4485378391       15.8436765315       14.2941872826       12.3704367509       9.91410364092       7.72482449969       6.75878446573       8.98218812276       10.9747527952       13.5998726356       14.2505592855       15.1953135564       15.2184753987       14.2899078475       12.369686619        10.1193358925       7.53473497807       5.56882936951       5.35101817608       7.59095503454       10.0841495022       12.3470495665       7.32696587537       4.37783772673       4.67253560851       7.52463656364       10.5383048965       12.9652017779       14.8736277454       16.2057502644       16.9953027987       16.8807498362       15.565524619        12.5063095891       4.29279419418       2.70677953257       3.22213105544       6.06125321119       8.94848442076       11.2152511907       12.8063657443       13.9547906749       14.3112307079       13.5078968757       11.1459946367       7.74325468858   
           54   5.5535577231618971e-01   3.4882613520936240e-01   5.1585057877070661e-01   3.3602493192468369e-01   1.7627205225040340e-01   2.9616143032575820e-01   2.1486914749922491e-02    14.6711115824       15.5758680192       15.7744258047       14.9646201467       13.0845806927       10.7850270344       7.38019599989       4.38037367284       3.31810322888       5.89258765934       9.82029066822       12.5768615308       13.6124943222       14.6497962682       14.5521272548       13.2204313015       10.9022226959       8.25993610052       4.86377722391       2.54428874915       2.04937637171       4.45984329586       8.43894663635       11.2858261815       2.68839111708       1.38978668294       1.61421759095       3.8030133647        6.27839236229       8.74723336896       10.9664163152       12.5389622209       13.4532834606       13.1854701601       11.301637698        6.51947627142       1.3794072535        0.655680710968      0.863879961262      2.74126173035       5.01329625296       7.28678711206       9.16922612809       10.5478448468       11.1560140082       10.079561557        7.30539702255       3.52001939215   
           55   8.8551641495100086e-02   3.8087183739989999e-01   1.6673674233856481e-01   4.7691528173828762e-01   5.2325319456535258e-01   8.6328437255495893e-01   5.8080782767917428e-02    14.6976308684       15.7512924665       16.1299736905       15.5565045147       13.88422495         11.4378058963       8.9993458022        6.34877936652       5.18420271446       7.75843832069       10.2268050746       12.6764702729       13.6469570864       14.7657344881       14.9185729934       13.8783147528       11.5984024239       9.13217752724       6.57849333456       4.31031642474       3.76342870525       6.21081017428       9.2421493886        11.4514683715       3.99328237748       2.17843860755       2.34320003578       4.67041837304       7.34265501972       9.79824331067       11.830835676        13.4326231024       14.3101656469       14.2348261532       12.781215405        8.99278774838       2.21689594868       1.18535136435       1.42267426116       3.50522321427       5.94876686202       8.23314425273       9.95997537833       11.3354887062       11.8703328217       11.0440735822       8.73116280541       5.13228907061   
           56   1.2938146059334810e-01   4.2126725522934322e-01   5.8782969963005083e-01   8.4436488184811809e-01   5.9888925286941230e-01   6.8204667067953517e-01   6.1387925121733655e-01    15.1834641415       16.1744858083       16.416189461        15.9484319489       14.3803479335       12.1601721719       9.86111348315       7.10118178879       5.99270926002       8.47110177553       10.7500056811       13.4487787867       14.2092314868       15.1593044697       15.2212041382       14.3421763982       12.2286208173       9.90470994865       7.3422516387        4.89939553637       4.49651837142       7.06864793067       9.81188722274       12.1710300594       7.31366182497       4.35284388114       4.71655072764       7.52584437722       10.3666800274       12.6652416414       14.5137657455       15.9918793904       16.7153919919       16.4819648713       15.2335001151       12.1578065657       4.31458154874       2.71809304057       3.23875145968       6.12721581813       8.80018497673       10.9031246665       12.3960427856       13.6592774521       14.0991467107       13.1577516587       10.964473265        7.67503662256   
           57   1.2706927416313969e-02   2.6097014489517151e-01   7.1427709985457888e-01   1.3798842283098821e-02   2.7597516418567719e-01   2.1403289521113039e-01   1.7933978772655659e-01    14.6401767529       15.5493977735       15.7643820049       15.0217357525       13.0406855868       10.4450937495       7.1435655255        3.8960200987        2.64025088481       5.53382487048       9.58506629497       12.7371350943       13.6041166342       14.6065399958       14.5529063105       13.2589896861       10.7414170596       8.00396025357       4.5854475275        2.07751704705       1.47191465109       3.89812640859       8.15681907696       11.3203261297       1.84236609233       0.83846651049       1.04587469498       3.06504396653       5.48550343864       7.84003471149       10.1206565356       11.8412234304       12.8357020371       12.6270679229       10.5561815128       4.86411190474       0.838465999523      0.360410900778      0.510171503555      2.07938164119       4.26728628668       6.40714053187       8.4339966697        9.89344764832       10.5722612909       9.46168156725       6.24930216771       2.49107397801   
           58   6.3088942952454086e-01   6.9607895637995432e-01   7.6118897599766822e-01   9.4350663755488184e-01   4.4003641544841232e-01   3.5997905289820797e-01   7.5425062119362085e-01    15.0414687479       15.9381804328       16.135314165        15.6478510907       14.1729101451       12.0890718466       9.45253587045       6.82288548465       5.71746453151       8.31644513791       10.6917365705       13.3399514515       14.0566890513       14.997249309        14.9500830916       14.1284153716       12.1717350342       9.79222523535       6.94432007225       4.69175157101       4.30390309993       6.83547647096       9.72882632763       12.0727206552       6.61981513203       4.0087451356        4.31646438888       7.11436036961       10.1525698208       12.5848660614       14.5599964188       16.0352294156       16.8416918151       16.5745834584       15.1676612695       11.7873186084       3.92634337542       2.47748916849       2.96596135819       5.72296651262       8.53432311089       10.8307910103       12.4727350731       13.7753270381       14.2550889566       13.2316869024       10.8835600301       7.43250203263   
           59   7.3146695278119289e-01   1.5992819741035680e-01   9.1206643675187871e-01   5.6308634060967189e-01   7.3387912312589054e-01   5.2815908896736796e-01   5.9642676118029547e-01    14.5567551449       15.6144049353       15.846752054        15.1878914348       13.4769135042       11.1378493479       8.2251664102        4.86448252134       3.51798676688       6.23667119628       10.0711443186       12.8706615571       13.5514571824       14.635158695        14.6560920623       13.554682901        11.2569834015       8.78189927685       5.53277454644       2.93400566516       2.26420312515       4.72013940435       8.73108193617       11.5495961951       3.39923814188       1.53793355593       1.75542551671       4.24874317594       6.93799716833       9.41488657827       11.5253508171       13.1481362271       14.0569010798       13.8993655457       12.2741780207       8.17600943988       1.72895320611       0.747828496093      0.972002177173      3.0497886447        5.53631240648       7.86328451965       9.75474556218       11.1109895357       11.7551650607       10.8677501492       8.3786350364        4.53537936607   
           60   9.7014264564495523e-01   4.4157180481457281e-01   9.6869414787340369e-01   2.4179825059337809e-01   4.0434298722206480e-01   3.7218440630074047e-02   1.3134130808923919e-01    14.502399912        15.4021372436       15.6267788693       14.9120507636       12.6841631582       9.85366271212       5.69905534415       2.4464428737        1.37452643226       3.99651276742       8.69404332699       12.1498339204       13.4685304277       14.4897376563       14.4170635631       13.0690795107       10.2717098699       7.13571086003       3.31574969876       1.05160361573       0.598580079747      2.55423845916       7.01592801321       10.730061822        1.49898716719       0.688586010509      0.86341711593       2.86280738444       5.26498215252       7.67113258577       9.84887675972       11.6902213125       12.5670093569       12.2906202719       9.94781104965       4.16372644975       0.679226107923      0.305160096586      0.429621059715      1.89819363454       4.05125322967       6.28383341809       8.1876098879        9.74242865805       10.3554952467       9.15535737376       5.70629911731       2.07239240001   
           61   2.1376523170620201e-01   1.9509183897171170e-01   2.4598042440068510e-01   9.1297163667955566e-02   7.1753274763468655e-01   5.3348572782706472e-01   1.2183947311714290e-01    14.4878756514       15.4423114658       15.7122207521       14.9463947141       13.1577649015       10.7468093073       7.33985942162       3.73680328666       2.42801033709       5.29637064049       9.44432357848       12.4124065484       13.4796007589       14.508639464        14.4838418144       13.2198834783       10.8864505493       8.25980016133       4.64390226775       1.90341187312       1.29698327468       3.72111129426       7.96197464634       11.0617665259       2.15798382582       0.976238913715      1.14647448579       3.3512751265        5.7856746409        8.16242390459       10.3924985158       12.100299527        12.9648393329       12.8242299703       10.998632493        5.81158882842       1.02403735225       0.43785435677       0.574496940511      2.28343669939       4.53444893984       6.72901120581       8.63566398235       10.1502925669       10.6630694184       9.7096629509        6.88618796673       3.0012221969    
           62   6.5850620697851159e-01   2.9245138846869978e-01   6.2644305585750515e-02   4.6422096642532518e-01   6.4876306984307508e-01   5.4923695504133185e-01   7.3320764940498129e-01    14.7604924918       15.6326512712       15.8884113186       15.2133606094       13.5370112486       11.1902181628       7.94772610216       4.68212426779       3.41289634091       6.53298442566       9.96210806749       12.7445647419       13.7666841781       14.696469328        14.696582105        13.6253252543       11.3736993875       8.77043157912       5.36857468708       2.76919937016       2.1034950829        4.81045052953       8.82274649381       11.4234524763       2.97399886451       1.41575983932       1.68040175293       4.16948763313       6.97739953103       9.48287284468       11.5852711155       13.1348070093       14.0198868732       13.9246386331       12.3402814434       7.83579826002       1.54409830353       0.704504128675      0.950283246246      2.98039691536       5.54653591387       7.94859833          9.72728914629       11.0484854003       11.6987632315       10.7902399366       8.25359761545       4.24199290648   
           63   8.7330792723223571e-01   5.0370936442632230e-01   9.3838186334885121e-01   5.5102917122588091e-01   9.0209014537478138e-01   8.8697251503555363e-01   9.6225845029111945e-01    14.9424211366       15.8687944553       16.2094308287       15.6443504018       14.031464764        11.5672539408       8.84273219033       5.75509362284       4.49728090241       7.55965593055       10.3107836745       12.9849862527       13.9136396819       14.8317674585       15.0064661276       14.0312582988       11.8624023991       9.22292967438       6.22163043193       3.69873059535       3.13790859264       5.89035783708       9.25956862637       11.6901434634       4.10284988568       1.97117493073       2.23539453816       4.92668433638       7.88942981453       10.4784358695       12.6230602989       14.2175502419       15.0047152498       14.9418382141       13.5457206398       9.86497935662       2.15280520793       0.976512282888      1.27299233764       3.65701355629       6.40623861621       8.80751134563       10.6988796106       11.9842192556       12.5088676468       11.785419181        9.4618887092        5.56256511751   
           64   6.8387913557567764e-02   8.7099387237269968e-02   1.9162444541164281e-01   3.9796371046852852e-01   6.8604130428617027e-01   1.6347335386089981e-01   9.5464708411600441e-01    14.6791066018       15.6669283654       15.8700837309       15.0526435318       13.1174120394       10.3116338124       6.71976599297       3.28397874637       1.94275991444       5.24061804206       9.6680984296        12.5843862268       13.6665710244       14.7076906397       14.6258159155       13.3657851103       10.8294112019       7.8567903408        4.15465701323       1.55601556289       0.991362602729      3.53173829278       8.21892117389       11.2849943507       1.94516929956       0.790657032691      1.06245086125       3.37170236983       6.04872128481       8.52178780817       10.7511896663       12.4937581843       13.4193824856       13.3074208324       11.2905570079       5.8798993463        0.868131927222      0.334919705847      0.538457325977      2.27713256889       4.73079535102       7.03938830264       9.00604810033       10.547652824        11.1317332252       10.2068236086       7.11949811772       2.92822436533   
           65   6.1300557297654445e-01   2.3600371254142369e-01   3.6385377643496858e-01   7.5039179144493706e-01   1.5129355531451960e-01   3.8862382624231812e-01   8.9656873029390616e-01    14.9381848584       15.8294655306       16.1051708991       15.5095847919       13.8457389962       11.6846323508       8.9988554693        5.84037392035       4.67476138628       7.76565047965       10.6307321394       13.2147044516       13.9833668515       14.88439528         14.9226463281       13.9357486399       11.833487427        9.39922828336       6.28784937644       3.72820000083       3.27418120799       6.10072744291       9.63413594468       11.9515868365       4.23833190365       2.1816606239        2.40199221801       4.97840450903       7.84685272105       10.405140172        12.5304102356       14.1295222853       14.9593833671       14.796682125        13.2409002882       9.48809618813       2.30614890466       1.18045084763       1.46287862277       3.74027792426       6.37747802108       8.78013400189       10.6737595589       11.9569564333       12.4799924918       11.5774606852       9.13723865756       5.38746795912   
           66   5.6312013280777529e-01   2.8372898888108983e-01   5.1093760150750833e-01   2.1889369101596201e-01   1.0802011196168940e-01   8.3897598123377448e-01   7.1646480515067068e-01    14.951385665        15.9069341608       16.0618203934       15.3928756975       13.8136504635       11.6424932965       9.06661238215       5.93264934379       4.79866185013       7.60139673096       10.4551767261       13.0087402135       13.9506016436       14.8968707891       14.8208387879       13.7726768034       11.6664319697       9.29858878419       6.36623107527       3.84984709121       3.41374600363       6.05775668423       9.43187672751       11.8082493772       4.11895688681       2.1125210567        2.2545307474        4.93940387955       7.91503264448       10.5188505035       12.6330628394       14.2093887318       15.1060474584       14.9850619211       13.5847972191       9.38541998391       2.232625107         1.11820795892       1.34494703473       3.67347310347       6.36919877029       8.86670805307       10.7586214711       12.0631539817       12.5693962669       11.6947403891       9.25220721165       5.23225418422   
           67   3.2384003651927090e-01   6.8567938751075408e-01   3.7537388223156859e-01   6.0467397231342535e-01   8.0484403738352861e-01   7.3187792127220219e-01   9.8893081911373881e-01    14.8352182792       15.6981273586       16.0280779812       15.5491236644       13.9656887134       11.6282977649       8.80173776624       5.82719332601       4.69016427757       7.66667478684       10.2886501194       12.9692294456       13.8130179981       14.7608535778       14.8807110098       13.9778099984       11.8427314208       9.29399780803       6.27407531519       3.84929177803       3.37401414369       5.94633538313       9.25715835999       11.6924350394       4.5809830112        2.28268078723       2.50501389864       5.16878541924       8.14487943718       10.5749312801       12.6072676231       14.2067613375       15.1283771373       15.0305196592       13.551493763        9.93178121247       2.46090554013       1.19360051832       1.48802913839       3.8916460925        6.63768790633       8.94768846824       10.6941926646       12.0381764947       12.6504263471       11.836858314        9.53238731139       5.80167013632   
           68   7.7044918747685320e-01   5.8591274485058553e-01   6.2800681032905614e-01   5.9564955858513713e-01   6.0142534184269603e-01   1.9568747061836930e-01   4.4351771898301579e-01    14.6370259069       15.5759064458       15.8370412853       15.0176461662       13.2347531337       10.8980344372       7.3718356647        4.13830172744       2.88225290899       5.94899172995       9.59878658095       12.4969878125       13.6205021409       14.6070613573       14.6330909587       13.3975532645       11.0849686292       8.38843212427       4.81644401379       2.24549540434       1.69832900245       4.26377346757       8.27018080124       11.1630805839       2.81979408049       1.35327730769       1.61405425149       4.04339367811       6.63820301865       9.05294194812       11.2377738583       12.9909063832       13.9029188579       13.7152675052       11.8958123776       7.12417905152       1.40096444622       0.636296852278      0.876777664945      2.90370094928       5.31606579199       7.55158627794       9.41021530686       11.0074258124       11.6358355089       10.6445549323       7.77136323661       3.77835336678   
           69   3.7686471643059383e-01   6.3796045894268893e-01   6.7059815878580720e-01   4.9153196543255562e-01   3.6380213673026968e-01   5.9783196883675249e-01   6.4815474875670454e-01    14.7461972072       15.6917926779       15.9901955228       15.3912694511       13.7594729814       11.4800030736       8.65688192004       5.50476395688       4.31055931658       6.9756329893        10.2355318247       12.8845040364       13.7373226333       14.7235320284       14.8131714737       13.8153715723       11.6328841826       9.11627024337       6.07637850396       3.53239634411       2.95431943925       5.44828137993       9.09509152737       11.6070462548       3.89930413394       1.91031460851       2.07116935162       4.74969379213       7.41617219192       9.84823921533       11.9044269334       13.4033012476       14.2504248245       14.0669417732       12.5096635261       8.64666222506       2.05853619915       0.962239883717      1.18244684744       3.49707531179       6.05774616731       8.31790868505       10.0404867844       11.3452169088       11.9082242391       11.0184194322       8.6162291087        4.94108379506   
           70   8.3364801837264424e-01   5.5490136545683659e-03   4.2653858030015329e-01   9.0458615765175121e-01   7.6509103226209318e-01   7.0177370691671959e-01   7.1666090772487215e-02    14.9090226775       15.7939877164       16.0738799793       15.5813761321       14.0983188276       11.8757169411       9.27181955366       6.60097331724       5.63031361853       7.8814623258        10.3494236846       12.9386567009       13.8699303942       14.7908848702       14.876597172        14.0764836056       11.9718227287       9.52389859276       6.81818422496       4.59440123383       4.12881245271       6.43852760408       9.34512365545       11.6718357406       7.76389313563       4.90061584507       5.1163118949        7.74213914158       10.4416414273       12.6554808229       14.455782362        15.8370719904       16.545903975        16.3712200503       15.1285601707       12.1429660045       4.73619200967       3.08723758349       3.58612336335       6.35930816858       8.88750891989       10.8836606263       12.4435354022       13.5645786556       13.9260719607       13.0545667779       10.9135497281       7.84077619461   
